Item,Source,FieldID,BinaryID,RoiID,ObjID,ND.T,ND.M,ND.Z,Class,Area,EqDiameter,Length,Width,MaxFeret,MinFeret,MaxFeret90,Circularity,MeanIntensity,MeanRatio,MeanCa2+,MeanCorrFRET,MeanFRETEff,MeanTitration,Sample,DateCollected,Population,Temperature,pH
39,Frozen,2,Threshold,N/A,59,N/A,N/A,N/A,,12209.76,124.68,135,90.44,135,116.62,117.39,0.94,29.35,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
40,Frozen,2,Threshold,N/A,60,N/A,N/A,N/A,,12566.88,126.49,135.2,92.95,135.2,118.99,119.2,0.915,32.48,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
41,Frozen,2,Threshold,N/A,74,N/A,N/A,N/A,,11741.76,122.27,128.88,91.11,128.88,115.45,116.87,0.925,34.56,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
42,Frozen,2,Threshold,N/A,77,N/A,N/A,N/A,,11351.52,120.22,129.64,87.56,129.64,114.06,117.21,0.87,32.75,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
43,Frozen,2,Threshold,N/A,96,N/A,N/A,N/A,,11970.72,123.46,131.74,90.87,131.74,116.75,119.15,0.947,28.62,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
44,Frozen,2,Threshold,N/A,102,N/A,N/A,N/A,,12414.24,125.72,134.45,92.34,134.45,119.54,119.9,0.937,31.79,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
45,Frozen,2,Threshold,N/A,161,N/A,N/A,N/A,,11361.6,120.27,127.34,89.23,127.34,113.67,115.88,0.945,35,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
46,Frozen,2,Threshold,N/A,168,N/A,N/A,N/A,,12431.52,125.81,133.21,93.32,133.21,124.24,127.44,0.882,47.61,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
47,Frozen,2,Threshold,N/A,173,N/A,N/A,N/A,,12634.56,126.83,138.71,91.09,138.71,118.71,127.37,0.858,29.37,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
48,Frozen,3,Threshold,N/A,6,N/A,N/A,N/A,,12592.8,126.62,136.55,92.22,136.55,120.13,130.37,0.842,38.08,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
49,Frozen,3,Threshold,N/A,25,N/A,N/A,N/A,,12110.4,124.18,130.8,92.59,130.8,121.42,130.09,0.844,38.31,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
50,Frozen,3,Threshold,N/A,33,N/A,N/A,N/A,,12159.36,124.43,173.71,70,138.28,121.44,125.1,0.643,33.02,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
51,Frozen,3,Threshold,N/A,44,N/A,N/A,N/A,,12754.08,127.43,136.03,93.76,136.03,122.67,126.83,0.905,39.45,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
52,Frozen,3,Threshold,N/A,53,N/A,N/A,N/A,,14464.8,135.71,144.47,100.12,144.47,134.12,135.35,0.856,34.88,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
53,Frozen,3,Threshold,N/A,58,N/A,N/A,N/A,,12333.6,125.31,137.98,89.39,137.98,118.05,120.28,0.911,35.2,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
54,Frozen,3,Threshold,N/A,62,N/A,N/A,N/A,,12903.84,128.18,135.92,94.94,135.92,120.43,128.11,0.92,41.68,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
55,Frozen,3,Threshold,N/A,81,N/A,N/A,N/A,,13176,129.52,136.29,96.68,136.29,122.68,131.98,0.914,33.45,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
56,Frozen,3,Threshold,N/A,88,N/A,N/A,N/A,,11544.48,121.24,134.93,85.56,134.93,114.9,121.85,0.829,38.15,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
57,Frozen,3,Threshold,N/A,95,N/A,N/A,N/A,,12883.68,128.08,136.25,94.56,136.25,120.38,124.12,0.929,35.02,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
58,Frozen,3,Threshold,N/A,98,N/A,N/A,N/A,,12221.28,124.74,132.73,92.08,132.73,120.93,121.53,0.881,32.4,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
59,Frozen,3,Threshold,N/A,101,N/A,N/A,N/A,,9902.88,112.29,121.5,81.51,121.5,105.75,108.65,0.916,25.36,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
60,Frozen,3,Threshold,N/A,102,N/A,N/A,N/A,,12212.64,124.7,133.24,91.66,133.24,117.91,120.02,0.907,38.25,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
61,Frozen,3,Threshold,N/A,107,N/A,N/A,N/A,,13272.48,130,138.74,95.67,138.74,123.61,125.51,0.919,24.32,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
62,Frozen,3,Threshold,N/A,109,N/A,N/A,N/A,,12916.8,128.24,137.1,94.21,137.1,121.64,124.51,0.907,34.94,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
63,Frozen,3,Threshold,N/A,124,N/A,N/A,N/A,,12689.28,127.11,164.59,77.1,143.66,127.2,138.83,0.682,33.14,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
64,Frozen,3,Threshold,N/A,150,N/A,N/A,N/A,,11174.4,119.28,128.04,87.27,128.04,113.21,115.45,0.931,37.03,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
65,Frozen,3,Threshold,N/A,155,N/A,N/A,N/A,,13233.6,129.81,141.88,93.27,141.88,121.7,123.12,0.915,39.68,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
66,Frozen,4,Threshold,N/A,27,N/A,N/A,N/A,,13170.24,129.49,143.88,91.54,143.88,121.87,122.53,0.888,32.33,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
67,Frozen,4,Threshold,N/A,47,N/A,N/A,N/A,,13233.6,129.81,143.46,92.24,143.46,125.72,128.16,0.827,32.12,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
68,Frozen,4,Threshold,N/A,58,N/A,N/A,N/A,,11782.08,122.48,129.01,91.33,129.01,114.91,121.48,0.968,27.89,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
69,Frozen,4,Threshold,N/A,63,N/A,N/A,N/A,,12353.76,125.42,133.54,92.51,133.54,119.12,124.29,0.924,35.91,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
70,Frozen,4,Threshold,N/A,66,N/A,N/A,N/A,,12533.76,126.33,135.61,92.43,135.61,121.32,123.4,0.906,36.7,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
71,Frozen,4,Threshold,N/A,72,N/A,N/A,N/A,,11544.48,121.24,129.86,88.9,129.86,115.33,118.83,0.913,38.68,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
72,Frozen,4,Threshold,N/A,75,N/A,N/A,N/A,,12448.8,125.9,134.02,92.89,134.02,120,120,0.923,43.78,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
73,Frozen,4,Threshold,N/A,84,N/A,N/A,N/A,,12322.08,125.26,133.24,92.48,133.24,119.89,120.5,0.933,36.36,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
74,Frozen,4,Threshold,N/A,103,N/A,N/A,N/A,,12640.32,126.86,135.61,93.21,135.61,118.71,124.22,0.895,33.36,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
75,Frozen,4,Threshold,N/A,107,N/A,N/A,N/A,,12883.68,128.08,136.55,94.35,136.55,119.68,119.68,0.923,28.4,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
76,Frozen,4,Threshold,N/A,111,N/A,N/A,N/A,,11436.48,120.67,129.95,88.01,129.95,113.54,120.5,0.906,47.44,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
77,Frozen,4,Threshold,N/A,150,N/A,N/A,N/A,,11760.48,122.37,132.24,88.94,132.24,114.83,116.75,0.928,48.11,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
78,Frozen,4,Threshold,N/A,157,N/A,N/A,N/A,,13163.04,129.46,134.16,98.11,144.98,123.71,123.72,0.766,26.38,N/A,N/A,N/A,N/A,N/A,452,5/24/17,Fidalgo Bay,10,low
1,Frozen,1,Threshold,N/A,6,N/A,N/A,N/A,,11253.6,119.7,127.57,88.22,127.57,113.21,117.1,0.936,39.29,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
2,Frozen,1,Threshold,N/A,8,N/A,N/A,N/A,,10640.16,116.39,127.1,83.72,127.1,109.19,109.27,0.881,35.74,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
3,Frozen,1,Threshold,N/A,11,N/A,N/A,N/A,,12687.84,127.1,157.82,80.39,136.13,125.93,129,0.702,45.66,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
4,Frozen,1,Threshold,N/A,15,N/A,N/A,N/A,,11069.28,118.72,128.3,86.28,128.3,112.1,114.91,0.89,38.7,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
5,Frozen,1,Threshold,N/A,19,N/A,N/A,N/A,,12648.96,126.91,155.87,81.15,145.99,124.8,127.43,0.707,55.25,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
6,Frozen,1,Threshold,N/A,34,N/A,N/A,N/A,,11505.6,121.03,128.45,89.57,128.45,118.11,119.16,0.921,44.96,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
7,Frozen,1,Threshold,N/A,36,N/A,N/A,N/A,,11269.44,119.79,127.35,88.49,127.35,113.94,118.6,0.925,47.7,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
8,Frozen,1,Threshold,N/A,42,N/A,N/A,N/A,,13236.48,129.82,140.1,94.48,140.1,124.24,125.09,0.927,59.64,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
9,Frozen,1,Threshold,N/A,44,N/A,N/A,N/A,,12013.92,123.68,132.46,90.7,132.46,119.5,125.03,0.911,44.46,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
10,Frozen,1,Threshold,N/A,45,N/A,N/A,N/A,,11808,122.61,132.09,89.39,132.09,114,121.4,0.922,43.77,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
11,Frozen,1,Threshold,N/A,49,N/A,N/A,N/A,,11723.04,122.17,130.36,89.93,130.36,119.03,119.2,0.837,37.03,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
12,Frozen,1,Threshold,N/A,56,N/A,N/A,N/A,,11046.24,118.59,126.11,87.59,126.11,111.75,113.99,0.93,38.16,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
13,Frozen,1,Threshold,N/A,58,N/A,N/A,N/A,,11635.2,121.71,131.4,88.55,131.4,115.01,116.81,0.935,34.78,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
14,Frozen,1,Threshold,N/A,63,N/A,N/A,N/A,,11256.48,119.72,128.15,87.84,128.15,118.52,118.52,0.826,46.64,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
15,Frozen,1,Threshold,N/A,71,N/A,N/A,N/A,,11537.28,121.2,128.66,89.67,128.66,116.64,121.7,0.874,58.58,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
16,Frozen,1,Threshold,N/A,76,N/A,N/A,N/A,,10992.96,118.31,130.41,84.29,130.41,112.39,115.26,0.836,37.78,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
17,Frozen,1,Threshold,N/A,77,N/A,N/A,N/A,,11613.6,121.6,128.83,90.15,128.83,117.71,118.11,0.893,41.35,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
18,Frozen,1,Threshold,N/A,78,N/A,N/A,N/A,,11075.04,118.75,127.9,86.59,127.9,111.1,119.06,0.909,42.67,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
19,Frozen,2,Threshold,N/A,2,N/A,N/A,N/A,,10566.72,115.99,124.54,84.85,124.54,108.68,110.46,0.901,38.13,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
20,Frozen,2,Threshold,N/A,4,N/A,N/A,N/A,,11616.48,121.62,128.1,90.68,128.1,117.15,120.28,0.93,43.03,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
21,Frozen,2,Threshold,N/A,18,N/A,N/A,N/A,,10830.24,117.43,125.77,86.11,125.77,113.62,118.1,0.896,47.25,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
22,Frozen,2,Threshold,N/A,38,N/A,N/A,N/A,,11630.88,121.69,131.34,88.55,131.34,115.42,121.99,0.902,44.73,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
23,Frozen,2,Threshold,N/A,43,N/A,N/A,N/A,,10795.68,117.24,126.57,85.29,126.57,111.98,117.43,0.892,40.17,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
24,Frozen,2,Threshold,N/A,45,N/A,N/A,N/A,,13070.88,129.01,138.01,94.71,138.01,124.37,124.95,0.834,38.26,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
25,Frozen,2,Threshold,N/A,51,N/A,N/A,N/A,,12818.88,127.76,187.32,68.43,152.38,124.8,129.29,0.616,42.93,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
26,Frozen,2,Threshold,N/A,63,N/A,N/A,N/A,,11011.68,118.41,126.66,86.94,126.66,111.86,118.31,0.905,38.6,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
27,Frozen,2,Threshold,N/A,64,N/A,N/A,N/A,,11304,119.97,125.94,89.76,125.94,114.1,117.09,0.919,39.08,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
28,Frozen,2,Threshold,N/A,67,N/A,N/A,N/A,,11365.92,120.3,114.55,99.23,129.33,116.53,116.63,0.781,49.14,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
29,Frozen,2,Threshold,N/A,68,N/A,N/A,N/A,,11688.48,121.99,130.27,89.72,130.27,115.76,119.19,0.925,34.76,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
30,Frozen,2,Threshold,N/A,70,N/A,N/A,N/A,,11759.04,122.36,129.95,90.49,129.95,116.24,120.12,0.939,43.04,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
31,Frozen,2,Threshold,N/A,76,N/A,N/A,N/A,,10291.68,114.47,121.49,84.71,121.49,108.28,112.74,0.934,50.21,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
32,Frozen,2,Threshold,N/A,79,N/A,N/A,N/A,,12585.6,126.59,137.13,91.78,137.13,123.08,123.4,0.81,37.85,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
33,Frozen,3,Threshold,N/A,6,N/A,N/A,N/A,,11888.64,123.03,134.1,88.66,134.1,122.4,123.47,0.814,46.09,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
34,Frozen,3,Threshold,N/A,7,N/A,N/A,N/A,,11744.64,122.29,130.34,90.11,130.34,115.25,117.83,0.909,55.52,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
35,Frozen,3,Threshold,N/A,14,N/A,N/A,N/A,,12169.44,124.48,176.74,68.86,139.38,121.05,125.38,0.634,47.99,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
36,Frozen,3,Threshold,N/A,18,N/A,N/A,N/A,,11936.16,123.28,137.64,86.72,137.64,120.37,123.55,0.802,38.3,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
37,Frozen,3,Threshold,N/A,27,N/A,N/A,N/A,,12612.96,126.73,194.64,64.8,148.56,122.8,124.76,0.589,46.94,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
38,Frozen,3,Threshold,N/A,29,N/A,N/A,N/A,,11263.68,119.76,127.21,88.55,127.21,113.52,115.14,0.938,38.37,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
39,Frozen,3,Threshold,N/A,30,N/A,N/A,N/A,,11662.56,121.86,131.4,88.75,131.4,118.3,123.29,0.874,34.51,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
40,Frozen,3,Threshold,N/A,32,N/A,N/A,N/A,,11252.16,119.69,151.47,74.28,129.28,117.82,124.42,0.694,46.23,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
41,Frozen,3,Threshold,N/A,33,N/A,N/A,N/A,,10310.4,114.58,122.42,84.22,122.42,109.12,114.54,0.915,42.25,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
42,Frozen,3,Threshold,N/A,34,N/A,N/A,N/A,,10925.28,117.94,127.29,85.83,127.29,110.69,113.1,0.932,34.89,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
43,Frozen,3,Threshold,N/A,43,N/A,N/A,N/A,,11276.64,119.82,134.41,83.89,134.41,113.7,118.43,0.871,37.27,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
44,Frozen,3,Threshold,N/A,45,N/A,N/A,N/A,,11410.56,120.53,128.79,88.6,128.79,113.13,117.46,0.942,38.75,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
45,Frozen,3,Threshold,N/A,47,N/A,N/A,N/A,,10540.8,115.85,121.71,86.61,121.71,110.44,116.62,0.93,44.45,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
46,Frozen,3,Threshold,N/A,54,N/A,N/A,N/A,,12463.2,125.97,162.53,76.68,132.46,126.56,127.38,0.684,37.21,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
47,Frozen,3,Threshold,N/A,60,N/A,N/A,N/A,,12026.88,123.75,132.06,91.07,132.06,117.41,124.26,0.906,38.08,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
48,Frozen,3,Threshold,N/A,61,N/A,N/A,N/A,,11371.68,120.33,177.94,63.91,141.03,114.05,123.49,0.611,40.23,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
49,Frozen,3,Threshold,N/A,68,N/A,N/A,N/A,,12395.52,125.63,133.65,92.75,133.65,119.99,124.93,0.919,49.65,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
50,Frozen,3,Threshold,N/A,71,N/A,N/A,N/A,,13625.28,131.71,180,75.7,154.88,122.4,129.72,0.655,46.57,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
51,Frozen,3,Threshold,N/A,74,N/A,N/A,N/A,,11712.96,122.12,132.04,88.71,132.04,114.45,117.69,0.897,46.45,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
52,Frozen,3,Threshold,N/A,76,N/A,N/A,N/A,,11826.72,122.71,130.44,90.67,130.44,116.72,121.82,0.929,31.99,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
53,Frozen,3,Threshold,N/A,81,N/A,N/A,N/A,,11086.56,118.81,125.77,88.15,125.77,113.76,117.94,0.894,49.78,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
54,Frozen,3,Threshold,N/A,85,N/A,N/A,N/A,,12961.44,128.46,148.88,87.06,138.24,123.72,129.04,0.731,43.44,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
55,Frozen,3,Threshold,N/A,86,N/A,N/A,N/A,,11381.76,120.38,127.34,89.38,127.34,114.05,119.08,0.927,30.6,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
56,Frozen,3,Threshold,N/A,87,N/A,N/A,N/A,,12107.52,124.16,133.96,90.38,133.96,118.99,122.53,0.877,36.34,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
57,Frozen,3,Threshold,N/A,89,N/A,N/A,N/A,,12826.08,127.79,134.43,95.41,134.43,124.07,126.02,0.936,41.8,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
58,Frozen,3,Threshold,N/A,92,N/A,N/A,N/A,,11528.64,121.16,130.68,88.22,130.68,114.06,118.37,0.931,37.66,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
59,Frozen,4,Threshold,N/A,4,N/A,N/A,N/A,,10513.44,115.7,122.39,85.9,122.39,111.3,114.15,0.926,39.11,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
60,Frozen,4,Threshold,N/A,5,N/A,N/A,N/A,,10546.56,115.88,124.03,85.03,124.03,108.54,110.4,0.915,36.72,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
61,Frozen,4,Threshold,N/A,26,N/A,N/A,N/A,,10859.04,117.58,123.77,87.74,123.77,112.8,114.2,0.944,45.44,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
62,Frozen,4,Threshold,N/A,27,N/A,N/A,N/A,,11347.2,120.2,129.73,87.46,129.73,116.78,120.4,0.896,38.46,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
63,Frozen,4,Threshold,N/A,28,N/A,N/A,N/A,,13332.96,130.29,179.12,74.44,147.98,126.01,127.38,0.652,50.81,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
64,Frozen,4,Threshold,N/A,43,N/A,N/A,N/A,,11795.04,122.55,130.84,90.15,130.84,116.58,117.69,0.938,40.37,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
65,Frozen,4,Threshold,N/A,55,N/A,N/A,N/A,,11204.64,119.44,126.66,88.46,126.66,113.73,118.11,0.949,39.16,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
66,Frozen,4,Threshold,N/A,61,N/A,N/A,N/A,,12744,127.38,152.83,83.39,141.82,123.4,130.41,0.718,40.59,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
67,Frozen,4,Threshold,N/A,62,N/A,N/A,N/A,,12517.92,126.25,137.69,90.91,137.69,121.69,122.8,0.794,59.15,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
68,Frozen,4,Threshold,N/A,63,N/A,N/A,N/A,,11108.16,118.93,127.63,87.04,127.63,114.55,119,0.899,24.74,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
69,Frozen,4,Threshold,N/A,65,N/A,N/A,N/A,,14627.52,136.47,157.18,93.06,157.18,127.7,129.21,0.813,47.35,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
70,Frozen,4,Threshold,N/A,72,N/A,N/A,N/A,,12739.68,127.36,138.96,91.68,138.96,123.39,124.55,0.861,42.35,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
71,Frozen,4,Threshold,N/A,73,N/A,N/A,N/A,,11672.64,121.91,153.03,76.27,133.52,118.28,119.43,0.697,55.49,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
72,Frozen,4,Threshold,N/A,79,N/A,N/A,N/A,,10841.76,117.49,125.7,86.25,125.7,110.83,113.49,0.943,36.69,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
73,Frozen,4,Threshold,N/A,82,N/A,N/A,N/A,,13478.4,131,162.01,83.2,148.36,124.8,126.05,0.704,51.93,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
74,Frozen,4,Threshold,N/A,92,N/A,N/A,N/A,,11338.56,120.15,126.81,89.42,126.81,112.68,117.89,0.939,35.99,N/A,N/A,N/A,N/A,N/A,485,6/1/17,Oyster Bay C1,10,ambient
1,Frozen,1,Threshold,N/A,17,N/A,N/A,N/A,,9763.2,111.49,118.93,82.09,118.93,106.28,108.77,0.924,32.98,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
2,Frozen,1,Threshold,N/A,23,N/A,N/A,N/A,,9711.36,111.2,118.63,81.86,118.63,102.93,105.84,0.942,36.51,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
3,Frozen,1,Threshold,N/A,45,N/A,N/A,N/A,,12124.8,124.25,185.93,65.21,145.55,120,123.17,0.604,43.78,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
4,Frozen,1,Threshold,N/A,55,N/A,N/A,N/A,,9144,107.9,116.76,78.32,116.76,100.03,103.96,0.943,38.32,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
5,Frozen,1,Threshold,N/A,70,N/A,N/A,N/A,,8110.08,101.62,139.82,58.01,114.02,97.3,112.04,0.651,59.88,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
6,Frozen,1,Threshold,N/A,126,N/A,N/A,N/A,,10779.84,117.16,124.81,86.37,124.81,111.41,111.74,0.927,30.44,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
7,Frozen,1,Threshold,N/A,128,N/A,N/A,N/A,,10183.68,113.87,121.75,83.65,121.75,107.27,116.8,0.856,37.14,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
8,Frozen,1,Threshold,N/A,198,N/A,N/A,N/A,,10003.68,112.86,120.58,82.96,120.58,106.81,109.48,0.923,33.88,N/A,N/A,N/A,N/A,N/A,483,5/21/17,Oyster Bay C1,10,ambient
